#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
title_rector_of_burgundy_desc;When William III, Count of Burgundy was assassinated in February 1127, King Lothar III supported the claims of William's uncle Duke Conrad of Zähringen to the countship and conferred on him the regal powers over Burgundy. Lacking a proper title, the Zähringer called themselves dukes and rectors of Burgundy, in order to gain the status of dukes of Burgundy. The Duchy of Burgundy was in fact a part of France, so the royal chancellory avoided the term and the effective power of the rector (in Roman law, a generic term for provincial governor) was restricted to the possessions of the Zähringer east of the Jura.;When William III, Count of Burgundy was assassinated in February 1127, King Lothar III supported the claims of William's uncle Duke Conrad of Zähringen to the countship and conferred on him the regal powers over Burgundy. Lacking a proper title, the Zähringer called themselves dukes and rectors of Burgundy, in order to gain the status of dukes of Burgundy. The Duchy of Burgundy was in fact a part of France, so the royal chancellory avoided the term and the effective power of the rector (in Roman law, a generic term for provincial governor) was restricted to the possessions of the Zähringer east of the Jura.;When William III, Count of Burgundy was assassinated in February 1127, King Lothar III supported the claims of William's uncle Duke Conrad of Zähringen to the countship and conferred on him the regal powers over Burgundy. Lacking a proper title, the Zähringer called themselves dukes and rectors of Burgundy, in order to gain the status of dukes of Burgundy. The Duchy of Burgundy was in fact a part of France, so the royal chancellory avoided the term and the effective power of the rector (in Roman law, a generic term for provincial governor) was restricted to the possessions of the Zähringer east of the Jura.;;When William III, Count of Burgundy was assassinated in February 1127, King Lothar III supported the claims of William's uncle Duke Conrad of Zähringen to the countship and conferred on him the regal powers over Burgundy. Lacking a proper title, the Zähringer called themselves dukes and rectors of Burgundy, in order to gain the status of dukes of Burgundy. The Duchy of Burgundy was in fact a part of France, so the royal chancellory avoided the term and the effective power of the rector (in Roman law, a generic term for provincial governor) was restricted to the possessions of the Zähringer east of the Jura.;;;;;;;;;x
ULM_FOA;Your Ulmnes;Your Ulmnes;Your Ulmnes;;Your Ulmnes;;;;;;;;;x
ULM;Ulm;Ulm;Ulm;;Ulm;;;;;;;;;x
title_marcher_lord;Marcher lord;Baron Seymor;Baron Seymor;;Baron Seymor;;;;;;;;;x
title_marcher_lord_FOA;your grace;your grace;your grace;;your grace;;;;;;;;;x
title_marcher_lord_desc;The welshmarches was created as entites during the process of Norman subjugation of Wales. Being bestowed a marcherlordship meant endowment of priveliges not seen elsewhere in the english kingdom, principally of which was the excemption of royal writ and the freedom to construct castles and grant market rights without royal approval inside the jurisdiction of the lordship.;The  courtesy title of baron Seymor was created in the early 17th century and has sinces been used for the heir apparent of the duchy of Somsert.;The  courtesy title of baron Seymor was created in the early 17th century and has sinces been used for the heir apparent of the duchy of Somsert.;;The  courtesy title of baron Seymor was created in the early 17th century and has sinces been used for the heir apparent of the duchy of Somsert.;;;;;;;;;x
title_marcher_earl;Earl of March;Earl of March;Earl of March;;Earl of March;;;;;;;;;x
title_marcher_earl_FOA;your grace;your grace;your grace;;your grace;;;;;;;;;x
title_marcher_earl_desc;The title of earl of march appears as a peerage title in both England and Scotland. In the English case it was first bestowed on baron Roger Mortimer the dominating lord of welsh marshes in 1287. Following a slight intermezzo involving the removal of the baron's head, his son would eventually be restored to the title, and the title would stay with the family for a further three generations.;The title of earl of march appears as a peerage title in both England and Scotland. In the English case it was first bestowed on baron Roger Mortimer the dominating lord of welsh marshes in 1287. Following a slight intermezzo involving the removal of the baron's head, his son would eventually be restored to the title, and the title would stay with the family for a further three generations.;The title of earl of march appears as a peerage title in both England and Scotland. In the English case it was first bestowed on baron Roger Mortimer the dominating lord of welsh marshes in 1287. Following a slight intermezzo involving the removal of the baron's head, his son would eventually be restored to the title, and the title would stay with the family for a further three generations.;;The title of earl of march appears as a peerage title in both England and Scotland. In the English case it was first bestowed on baron Roger Mortimer the dominating lord of welsh marshes in 1287. Following a slight intermezzo involving the removal of the baron's head, his son would eventually be restored to the title, and the title would stay with the family for a further three generations.;;;;;;;;;x
title_marcher_earl_scotland;Earl of March;Earl of March;Earl of March;;Earl of March;;;;;;;;;x
title_marcher_earl_scotland_FOA;your grace;your grace;your grace;;your grace;;;;;;;;;x
title_marcher_earl_scotland_desc;The title of earl of march appears as a peerage title in both England and Scotland. In the Scottish case it was given to the previous earl of Northumberland Gospatric, after he was deprived of his estates by William the conqourer. While Gospatric recived the marches, he never actually assumed the title as earl of March, preffering instead the interchangeable title of Earl of Dunbar. This practice continued for multiple gernerations and it wasn't until Patrick of Dunbar the nominal 8th earl of March inherited in 1289, that the title of Earl of march became the preffered.;The title of earl of march appears as a peerage title in both England and Scotland. In the Scottish case it was given to the previous earl of Northumberland Gospatric, after he was deprived of his estates by William the conqourer. While Gospatric recived the marches, he never actually assumed the title as earl of March, preffering instead the interchangeable title of Earl of Dunbar. This practice continued for multiple gernerations and it wasn't until Patrick of Dunbar the nominal 8th earl of March inherited in 1289, that the title of Earl of march became the preffered.;The title of earl of march appears as a peerage title in both England and Scotland. In the Scottish case it was given to the previous earl of Northumberland Gospatric, after he was deprived of his estates by William the conqourer. While Gospatric recived the marches, he never actually assumed the title as earl of March, preffering instead the interchangeable title of Earl of Dunbar. This practice continued for multiple gernerations and it wasn't until Patrick of Dunbar the nominal 8th earl of March inherited in 1289, that the title of Earl of march became the preffered.;;The title of earl of march appears as a peerage title in both England and Scotland. In the Scottish case it was given to the previous earl of Northumberland Gospatric, after he was deprived of his estates by William the conqourer. While Gospatric recived the marches, he never actually assumed the title as earl of March, preffering instead the interchangeable title of Earl of Dunbar. This practice continued for multiple gernerations and it wasn't until Patrick of Dunbar the nominal 8th earl of March inherited in 1289, that the title of Earl of march became the preffered.;;;;;;;;;x
title_earl_of_arundel;Earl of Arundel;Earl of Arundel;Earl of Arundel;;Earl of Arundel;;;;;;;;;x
title_earl_of_arundel_FOA;your grace;your grace;your grace;;your grace;;;;;;;;;x
title_earl_of_arundel_desc;The title of earl of Arundel was first created for William d'Aubigny who married the daughter of Roger de Montgomerie the constructer of the castle. Subsequently the title by tradition went to who ever owned the castle, a tradition later confirmed by royal writ. The title was often held in parrallel with that of the Earl of Sussex, although nominally the titles wasn't interchangeable.;The title of earl of Arundel was first created for William d'Aubigny who married the daughter of Roger de Montgomerie the constructer of the castle. Subsequently the title by tradition went to who ever owned the castle, a tradition later confirmed by royal writ. The title was often held in parrallel with that of the Earl of Sussex, although nominally the titles wasn't interchangeable.;The title of earl of Arundel was first created for William d'Aubigny who married the daughter of Roger de Montgomerie the constructer of the castle. Subsequently the title by tradition went to who ever owned the castle, a tradition later confirmed by royal writ. The title was often held in parrallel with that of the Earl of Sussex, although nominally the titles wasn't interchangeable.;;The title of earl of Arundel was first created for William d'Aubigny who married the daughter of Roger de Montgomerie the constructer of the castle. Subsequently the title by tradition went to who ever owned the castle, a tradition later confirmed by royal writ. The title was often held in parrallel with that of the Earl of Sussex, although nominally the titles wasn't interchangeable.;;;;;;;;;x
RAIS;RA'ÍS;RA'ÍS;RA'ÍS;;RA'ÍS;;;;;;;;;x
RAIS_FOA;your highness;your highness;your highness;;your highness;;;;;;;;;x
